ID,Role,Description
1884716158,"
        Desarrollador datapower / broker
    ","Reconocida empresa del sector TI requiere para su equipo de trabajo ""Desarrollador Broker"".Ingeniero de sistemas o afines, con experiencia mínima de 4 años como Desarrollador de Integración Broker,  Broker MQS OAWeb, Services Consola de Comandos APIs Claud DevOps."
1884735917,"
        Coordinador desarrollador back ecommerce - cali
    ","Reconocida empresa requiere para su equipo de trabajo Coordinador de Desarrollo E-commerce, debe ser profesional en ingeniería de sistemas, informática, telemática, software o afines y tener conocimientos en VTEX. Su función principal será implementar y verificar las estrategias y actividades de desarrollo ecommerce de la compañía.Horario: lunes a viernes 8:00am-5:30pm y sábados 9:00am-12:00pmContrato directo e indefinidoExperiencia mínima de 3 años"
1884742738,"
        Desarrollador data warehouse semi sr.
    ","En Zemsania Colombia, buscamos:FORMACIÓN ACADÉMICACalificaciones mínimas: Licenciatura o experiencia práctica equivalente.Mínimo 3 años de experiencia en diseño, creación, mantenimiento y ampliación de la arquitectura de un data warehouse, manejo de metadatos.Experiencia en herramientas SSIS y SSAS.Calificaciones preferidas:Modelado de Data Marts, ODS, Staging Area.Experiencias en los esquemas estrella y copo de nieve. Conocimientos del sector saludResponsabilidades:Análisis de necesidades y especificación del negocio.  Optimización de procesos.  Procesamiento analitico en Linea (OLAP) Desarrollo de las tablas de hechos, dimensiones y métricas. Modelado de información y arquitectura de datos en el DW. Diseño de procesos de ETL (Extracción, Transformación y Carga). Diseño técnico de Base de Datos - Repositorio.  Análisis del Reporting a extraer por línea de negocio. Definición de Data Marts por líneas de negocio. Desarrollo e implementación sobre las herramientas SSIS y SSASUbicación: Cualquier ciudad de Colombia"
1884725253,"
        Desarrollador broker - medellín
    ","Buscamos para importante multinacional de tecnología , Desarrollador Broker con sede en Medellín.  Ingeniero de sistemas o afines, con experiencia mínima de 4 años como Desarrollador de Integración Broker, Broker MQ, SOA, Web Services, Consola de Comandos, APIs, Cloud DevOps."
1884730978,"
        Jefe de desarrollo de canales e integracion
    ","Importante empresa del sector Asegurador para la Ciudad de Bogotá; requiere Jefe de Desarrollo de Canales e Integración: Profesional en Ingeniería de Sistemas o carreras afines con Especialización en desarrollo software y manejo de Inglés intermedio; Con experiencia mínima de 2 años en integración de aplicaciones (APIs) basada en servicios granulares (ej.: microservicios) con experiencia dirigiendo equipos de desarrollo, integración e implementación de soluciones. Deseable experiencia en gestión de proyectos de TI para sector asegurador/riesgos laborales. Experiencia o Certificación PMP, metodologías ágiles. Experiencia en evaluación de herramientas y soluciones tecnológicas y experiencia en gestión de proveedores; con conocimientos en desarrollo de software, integración (APIs) basada en servicios granulares (ej.: microservicios); Diseño UX/UI Conocimiento de DevSecOps, Diseño, análisis y desarrollo de software. Aseguramiento de la calidad del proceso de desarrollo de software; Conocimiento en ITIL, Conocimiento en tendencias tecnológicas de transformación digital y Gestión de Proyectos; Horario Lunes a Viernes de 8:00am a 5:00pm; Salario: A convenir; Contrato a término Indefinido con excelentes Beneficios."
1884737275,"
        Jefe de innovación desarrollo
    ","Ingeniero de sistemas, mecatrónica o industrial con especialización en mercadeo. Con conocimiento y experiencia especifica de cuatro (4) años en desarrollo de software, estadística, mercadeo, inteligencia de negocios, análisis de la competencia, segmentos de clientes, precios, producto y canales. Manejo avanzado de Excel y utilización de métodos, aplicaciones y herramientas cuantitativas para el logro de los objetivos. Experiencia en implementación de Robot Procees Automation, data mining, bodegas de datos, aplicaciones de negocio. Experiencia en diseño y ejecución de un plan de mercadeo. Habilidad en creatividad e innovación."
1884729316,"
        Coordinador(a) sr desarrollo y soporte
    ","Estamos en la búsqueda de profesional para ocupar la posición de Coordinador(a) Sr Desarrollo y Soporte en una compañía del sector logístico (Transporte).Las personas interesadas deberán cumplir los siguientes requisitos:*Profesional en ingeniería de sistemas.*Deseable especialización en Gerencia de proyectos u otras áreas relacionadas (Opcional pero sería un plus)*Conocimientos básicos en lenguajes de programación y base de datos.*Experiencia en implementación de interfaces entre diferentes sistemas. (Mapeo de campos y desarrollo).*Conocimientos en implementación de Dashboard en Power BI u otras herramientas como Tableau, Cognos, etc*Experiencia mínima de 3 años en cargos similares.*Conocimientos básicos en desarrollo de RPA´s*Conocimiento en metodologías de implementación de proyectos (SCRUM,PMP) Certificación opcional pero sería un plus)*Experiencia en implementación de sistemas de informacion en el sector de transporte.*Inglés fluido hablado y escrito (mínimo 80%) - Indispensable para el rol."
1884732141,"
        Android developer - usd salary - remote work
    ","BairesDev is the leading software development company in the Americas. With more than 2,000 employees working on projects around the world.About the Role:We are looking for Android Senior Developers to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world.These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.What You’ll Do:- Able to work independently with minimal supervision, as well as collaborate with a diverse team.- Accountable for resolution of the most technically challenging issues facing the organization.- Write code with increasing quality and maintainability.- Guide the architecture of large features which impact all parts of the company, identifying issues and raising concerns/blockers for mitigation.- Research and introduce new technology to improve the applications and/or the development pipeline.You Must Have:- 6+ years of experience in development.- 5+ years of experience in Android development.- Solid knowledge of design and architecture patterns.- Solid knowledge and management of programming fundamentals including algorithms and data structures.- Advanced English level.BairesDev Offers:- Excellent compensation plan, well above the market average.- Possibility of remote work and flexible schedules.- Training plans.- Extensive possibilities for growth and professional development thanks to our mentoring system.Are you interested in joining the most talented IT team in Latin America? Do you want to work for an innovative tech company with the resources of a multinational market leader? Are you ready to do the best work of your professional life? If so, we want to hear from you. Apply today!"
1884722334,"
        Ingeniero de sistemas - programador
    ","Empresa ubicada en el parque Industrial del Cauca (Puerto Tejada) requiere para su equipo de trabajo Ingeniero de Sistemas, profesional en ingeniería de sistemas o carreras a fines que cuente preferiblemente con experiencia en el área laboral del campo gráfico o manejo de procesos de programación y apoyo en soporte. Contrato directo con la compañía, servicio de ruta de acercamiento desde la ciudad de Cali y Casino subsidiado. Salario $2.500.000 hasta $3.000.000 (de acuerdo a experiencia)"
1884741203,"
        Lider de desarrollo azure
    ","Intergrupo busca a nivel nacional para su equipo de trabajo:Ingeniero de sistemas o carreras a fines, con experiencia mínima de cinco (5) años a nivel general y tres (3) en rol de líder; con conocimiento en los siguientes componentes en Azure:* Web App*Api Management* Autenticacion* Functions* Maps* Cosmos* Notificaciones pushDebe ser una persona pro positiva, con características de liderazgo y colaboraciónExcelentes beneficios emocionales y económicos como:?Beneficios económicos.? Participación en proyectos internacionales.?Ingles gratuito.?Contrato a término indefinido.? Remuneración competitiva"
1884737677,"
        Programador junior cobol
    ","Rol:Programador JuniorRequisitos:Profesional en Ingeniería de Sistemas o estudiantes de últimos semestres.Plan Semillero, 6 meses de experiencia en lenguaje de programación Cobol o sin experiencia.Persona proactiva con deseos de aprender.Condiciones:Contrato IndefinidoHorario de lunes a viernesExcelente remuneraciónBeneficios y planes de bienestarCursos virtuales"
1884726716,"
        Desarrollador data warehouse sr.
    ","En Zemsania Global Group, estamos buscando:Licenciatura o experiencia práctica equivalente.Mínimo 3 años de experiencia en diseño, creación, mantenimiento y ampliación de la arquitectura de un data warehouse, manejo de metadatos.Experiencia en herramientas SSIS y SSAS.Calificaciones preferidas: Modelado de Data Marts, ODS, Staging Area.Experiencias en los esquemas estrella y copo de nieve. Conocimientos del sector saludResponsabilidades:  Análisis de necesidades y especificación del negocio. Organización de procesos.  Procesamiento analitico en Linea (OLAP)  Desarrollo de las tablas de hechos, dimensiones y métricas.  Modelado de información y arquitectura de datos en el DW.  Diseño de procesos de ETL (Extracción, Transformación y Carga).  Diseño técnico de Base de Datos - Repositorio.  Análisis del Reporting a extraer por línea de negocio.  Definición de Data Marts por líneas de negocio. Desarrollo e implementación sobre las herramientas SSIS y SSAS.CONTAR CON DISPONIBILIDAD INMEDIATA"
1884725615,"
        Desarrollador roku/brightscript - multinacional de comunicaciones
    ","Nuestro cliente una reconocida multinacional del sector de comunicaciones de EEUU para habla hispana requiere a técnicos o profesionales para el cargo de Desarrollador Roku/Brightscript,  cuya misión es: ser parte del equipo de desarrollo participando en diferentes proyectos con equipos multiculturales distribuidos a través del mundo, enfrentando numerosos retos  para usar tecnologías actuales  relacionadas con el mundo mobile, aplicaciones web y dispositivos.PERFIL DEL CARGO:Estudios Requeridos: Estudios Requeridos:  No se exigen estudios concretos puede ser profesional en Ingenieros en Sistemas, Telecomunicaciones, Electrónica, Software, o  estudiantes o Tecnólogos  o Técnicos con experiencia  y buen manejo de las herramientas definidas.Conocimientos Indispensables:-	Desarrollo de interfases  en lenguaje BrightScript / Roku Native applications.-	Conocimiento experto en  tecnologias front-end  y experiencia de usuario final.-	Experiencia en integración de servicios (Web Services, y APIs de terceros).-	Conocimientos en GIT y UT (Unit Test).Experiencia: 3 a 5 años de experiencia como Desarrollador Roku."
1884729263,"
        Desarrollador alteryx bilingüe
    ","En Stefanini buscamos profesionales Bilingües con experiencia entre 3 a 5 años en la construcción de productos de software con especialidad en tecnología Alteryx, donde se garantice el reúso de componentes, portabilidad, flexibilidad, escalabilidad y mantenibilidad de las aplicaciones implementadas.Certificaciones en Alteryx  y Analítica"
1884725935,"
        Ingeniero de desarrollo rpg as400
    ","Importante empresa lÍder  en diseño, desarrollo e implementación de soluciones transaccionales avanzadas para el sector financiero requiere Ingeniero de sistemas con experiencia mínima de 4 años en desarrollo RPG- AS400 para desempeñar las siguientes funciones.•	Participar en la Planificación de las etapas gestión de requerimientos, desarrollo, certificación y entrega al cliente.•	Ejecutar tareas de análisis, diseño y/o desarrollo asignadas•	Garantizar la calidad del software desarrollado•	Dar respuesta a las solicitudes y/o requerimientos de Servicio Técnico (CRM), de acuerdo a los ANS establecidos.•	Preparar los ambientes de desarrollo•	Probar los programas desarrollados para dar cumplimiento a las definiciones del cliente y eliminar y/o corregir deficiencias y errores.REQUISITOSIngeniero de sistemas o carreras afines con mínimo 2 años de experiencia programando en RPG- AS400"
1884729915,"
        Desarrollador senior bogotá
    ","Asegurar la compresión de las necesidades, objetivos y alcances expresadas por los usuarios para el desarrollo de software,Modelar y afinar las necesidades y especificaciones técnicas con el objetivo de estructurar un diseño detallado que conlleve a la implantación exitosa de la funcionalidad requerida.Crear y/o adaptar programaciones a módulos, software, aplicaciones , etc., asegurando la integración de los desarrollos al mapa tecnológico de la compañíaGarantizar la permanente revisión del código con el fin de detectar de manera temprana inconsistencias o posibles riesgos, habilitando las correcciones y acciones de mejora inmediatas"
1884547178,"
        Ingeniero de sistemas junior- desarrollador
    ","Importante Institución de salud de alto nivel de complejidad requiere para su equipo de trabajo Ingeniero de sistemas junior desarrollador para Administrar, actualizar y soportar los sistemas de información empleados en la Clínica Universidad de La Sabana para la gestión funcional y operativa de los diferentes servicios tecnológicos asistenciales y administrativos. Brindar las respuestas necesarias a los requerimientos presentados por usuarios autorizados y que una vez avalados se revisen para viabilidad técnica y de recursos para desarrollo, complementación y despliegue a servicio de acuerdo a los SLA establecidos. Desarrollar los proyectos y actividades asignadas en el Plan Estratégico de Tecnologías de la información y las comunicaciones PETIC.con experiencia mínima de un año y disponibilidad inmediata para trabajar en Chia."
1884732151,"
        Golang developer - usd salary - remote work
    ","BairesDev is the leading software development company in the Americas. With more than 2,000 employees working on projects around the world.About the Role:We are looking for Golang Senior Developers to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.What You’ll Do:- Scope and design app.- Work with business team to get their requirements.- Build in Golang.- Build custom API.- Develop the front end (language TBD and can influence).- Work with Infrastructure team to set up in Coinbase environments (AWS, EC2, Docker).- Circle CI testing.You Must Have:- 6+ years of experience working as a developer.- 5+ years of experience in Golang.- Proficient with analysis, troubleshooting, and problem solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English level.BairesDev Offers:- Excellent compensation plan, well above the market average.- Possibility of remote work and flexible schedules.- Training plans.- Extensive possibilities for growth and professional development thanks to our mentoring system.Are you interested in joining the most talented IT team in Latin America? Do you want to work for an innovative tech company with the resources of a multinational market leader? Are you ready to do the best work of your professional life? If so, we want to hear from you. Apply today!"
1884726779,"
        Desarrollador message broker - medellín
    ","En Personalsoft  buscamos tecnólogos o estudiantes de ingeniería de sistemas con experiencia de 1 año en: desarrollo en las plataformas de integración de IBM ya sea Message Broker (Broker/ IIB x) versión 7 o superior, manejo de Messages Queue (MQ), Data Power (DP), WSRR, Devops y Apis.Importante conocer y entender de XML y XLST. vacante para MEDELLÍN"
1884729844,"
        Desarrollador de software - ingles avanzado c1 c2
    ","Importante empresa con casa matriz en Estados Unidos,busca para su equipo de trabajo Ingeniero de Sistemas con experiencia de 1 año realizando las labores de administrador y desarrollador del software Encompass .para realizar las funciones de soporte, analizará la configuración del sistema y las reglas comerciales, y diseño  e implementaciónExcelente dominio de idioma Ingles, horario de trabajo de 9:am a 6 pm horario del este de Estados Unidos y Sabados medio dia"
1884730935,"
        Coordinador de soluciones
    ","Coordinar y liderar la priorización y ejecución de los requerimientos a través de la clasificación y aprobación de las iniciativas del negocio, apoyando la definición, planificación y ejecución del desarrollo, pruebas de aceptación de usuario y puesta en productivo de nuevos productos, soluciones, versiones y/o actualizaciones funcionales y técnicas que requiera el negocio, con el fin de asegurar que el desarrollo del producto esté alineado con los objetivos de negocio.-Profesional en: Ingeniería de sistemas, Ingeniería electrónica, Ingeniería de telecomunicaciones.-Experiencia de: mínimo 2 años en áreas de tecnología, manejo de equipos y como desarrollador.-Nivel de inglés: B1."
1884739068,"
        Desarrollador ibm integration bus
    ",Desarrollador de servicios con Bus de IBM versión 9 - 10 experiencia +3 añosConocimiento de MQConocimientos básicos de openshiftConocimiento deseable Devops
1884712998,"
        Desarrollador azure devops
    ","Importante empresa de software, requiere para su equipo de trabajo ingeniero de sistemas, ingeniero electrónico  o afines, con experiencia mínimo de 4 años como ingeniero DevOps en entornos Azure, con conocimientos en Azure DevOps (o TFS), Jenkins, Git, Contenedores Docker, CI/CD, Sonar, infraestructura como código y metodologías ágiles, Microsoft Azure.Deseable persona con certificación DevOps y Certificado Azure, Administrator Asociate o Azure Solution Architect Expert.Condiciones laborales: Contrato directo con la compañía, horario administrativo de Lunes a Viernes.Contamos con excelentes beneficios, crecimiento laboral y profesional.¡Postúlate!"
1884741898,"
        Ingeniero de desarrollo rpg as400
    ","Importante empresa lÍder  en diseño, desarrollo e implementación de soluciones transaccionales avanzadas para el sector financiero requiere Ingeniero de sistemas con experiencia mínima de 4 años en desarrollo RPG- AS400 para desempeñar las siguientes funciones.•	Participar en la Planificación de las etapas gestión de requerimientos, desarrollo, certificación y entrega al cliente.•	Ejecutar tareas de análisis, diseño y/o desarrollo asignadas•	Garantizar la calidad del software desarrollado•	Dar respuesta a las solicitudes y/o requerimientos de Servicio Técnico (CRM), de acuerdo a los ANS establecidos.•	Preparar los ambientes de desarrollo•	Probar los programas desarrollados para dar cumplimiento a las definiciones del cliente y eliminar y/o corregir deficiencias y errores.REQUISITOSIngeniero de sistemas o carreras afines con mínimo 2 años de experiencia programando en RPG- AS400"
1884555478,"
        Desarrollador azure devops
    ","Importante empresa de software, requiere para su equipo de trabajo ingeniero de sistemas, ingeniero electrónico  o afines, con experiencia mínimo de 5 años, , como ingeniero senior devops en entornos azure, con conocimientos en Azure DevOps (o TFS), Jenkins, Git, Contenedores Docker, CI/CD, Sonar, infraestructura como código y metodologías ágiles, Microsoft Azure.Deseable persona con certificación devops y Certificado Azure Administrator Asociate o Azure Solution Architect Expert"
1884721960,"
        Desarrollador message broker - medellín
    ","En Personalsoft  buscamos tecnólogos o estudiantes de ingeniería de sistemas con experiencia de 1 año en: desarrollo en las plataformas de integración de IBM ya sea Message Broker (Broker/ IIB x) versión 7 o superior, manejo de Messages Queue (MQ), Data Power (DP), WSRR, Devops y Apis.Importante conocer y entender de XML y XLST. vacante para MEDELLÍN"
1884733208,"
        Ingeniero de desarrollo rpg as400
    ","Importante empresa lÍder  en diseño, desarrollo e implementación de soluciones transaccionales avanzadas para el sector financiero requiere Ingeniero de sistemas con experiencia mínima de 4 años en desarrollo RPG- AS400 para desempeñar las siguientes funciones.•	Participar en la Planificación de las etapas gestión de requerimientos, desarrollo, certificación y entrega al cliente.•	Ejecutar tareas de análisis, diseño y/o desarrollo asignadas•	Garantizar la calidad del software desarrollado•	Dar respuesta a las solicitudes y/o requerimientos de Servicio Técnico (CRM), de acuerdo a los ANS establecidos.•	Preparar los ambientes de desarrollo•	Probar los programas desarrollados para dar cumplimiento a las definiciones del cliente y eliminar y/o corregir deficiencias y errores.REQUISITOSIngeniero de sistemas o carreras afines con mínimo 2 años de experiencia programando en RPG- AS400"
1884728565,"
        Desarrolladores it
    ","dise??ar, desarrollar, probar requerimientos a los Sistemas y aplicaciones seg??n la especificaci??n funcional y t??cnica de las necesidades,Desarrollar,  versionar y asegurar la entrega de las soluciones en sistemas de informaci??n con base en las especificaciones funcionales y t??cnicas,  buscando cumplir con oportunidad y calidad con los compromisos acordados con sus clientes internos conforme los lineamientos establecidos para el ??rea de sistemas de informaci??n."
1884721777,"
        Desarrollador soa api- medellin
    ","Importante Multinacional de IT,  requiere para su equipo de trabajo Desarrollador SOA- API con minimo 2 años y medio de experiencia con  servicios web, como SOAP y REST, Conocimientos de formatos de mensajeria, Conceptos de pruebas de Software: Pruebas unitarias , integración, performance,Conocimiento en desarrollo IBM Integration BUS, ACE, Api Connect, con disponibilidad de traslado a la ciudad de Medellin.Contrato a termino indefinido.Salario a convenir."
1884722818,"
        Arquitecto especializado rpa - desarrollador
    ","Reconocida empresa del sector tecnológico requiere para su equipo de trabajo desarrolladores con experiencia de mínimo 5 años en desarrollo y arquitectura de software, en venta y preventa consultiva de tecnologías de automatización (RPA - IA) y transformación digital - 3 años en Arquitectura de automatización de procesos - 2 años Liderando equipos de Arquitectura o Proyectos de Alto impactoRequisitos del cargo.Estudios:Especialización en el área o afines.Inglés:Nivel alto / BilingueConocimientos, cursos de entrenamiento y/o certificaciones en tecnologías de Automatización (RPA / IA)Conocimientos, cursos de entrenamiento y/o certificaciones en DevOps, AWS, Togaf.Conocimientos en Bases de datos, redes, infraestructuraComprensión general del proceso de negocio.Conocimiento en el desarrollo de soluciones RPA / IA.Capacidad para comunicar los conceptos tecnológicos a las partes interesadas del negocio.Experto en tecnologías de transformación digital, asi como de la forma de aprovecharlas e implementarlas en las organizaciones.Experiencia en generación de productos y servicios digitales para organizaciones, conocimiento en procesos de innovación y desarrollo.Análisis y madurez de Procesos, comunicación, diseños funcionales y control de calidad.Capacidad para coordinar con todos los niveles de organización para diseñar los artefactos, políticas, procedimientos, lista de verificación y plantillas necesarios.Contrato: A termino indefinido directo por la empresaSalario: A Convenir según perfil"
1884728240,"
        Desarrollador message broker - medellín
    ","En Personalsoft  buscamos tecnólogos o estudiantes de ingeniería de sistemas con experiencia de 1 año en: desarrollo en las plataformas de integración de IBM ya sea Message Broker (Broker/ IIB x) versión 7 o superior, manejo de Messages Queue (MQ), Data Power (DP), WSRR, Devops y Apis.Importante conocer y entender de XML y XLST. vacante para MEDELLÍN"
1884726994,"
        Desarrollador web bilingue
    ","- Ability to work in multiple content management systems (CMS) such asWordPress, Adobe Experience Manager, and others.? To work North America hours with a preference for GMT -6.? English-language proficient. We need someone who can be fluent in bothEnglish as well as their native language.? Flexible, month-to-month contract terms. 20-30 hours per week of work."
1884608438,"
        Experto en programación y desarrollo de software
    ","POLITÉCNICO INDOAMERICANO BUSCA EXPERTO DISCIPLINAR: PROGRAMACIÓN Y DESARROLLO DE SOFTWAREDescripción generalProfesional en ingeniería de sistemas, ingeniería informática, ingeniería electrónica, ingeniería de telecomunicaciones o afines.Experiencia: con conocimiento y experiencia comprobada en programación y desarrollo software, haciendo uso de lenguajes de programación orientadas a objetos, así mismo, análisis de requerimientos y técnicas de modelamiento de software de acuerdo con estándares internacionales.Contrato: Prestación de serviciosHonorarios: $2.400.000Enviar hojas de vida a:  reclutamiento @ politecnicoindoamericano. edu. co"
1884742955,"
        Tester desarrollo- bucaramanga
    ","La inmobiliaria mas importante del pais requiere analista Tester de desarrollo para su departamento de tecnología y transformación en la ciudad de Bucaramanga, con una experiencia de al menos 6 meses en áreas de desarrollo y programación, con una formación mínima en tecnologías de sistemas, desarrollo y programación o software,  con el objetivo de diseñar, ejecutar e informar el resultado de las pruebas sobre las funcionalidades desarrolladas para nuestro sistema interno de información sistema SIRV 2.0. Así mismo será la persona responsable de construir los manuales de usuario del sistema de información. Aplicación de pruebas funcionales y no funcionales a sistemas de Software en, ambiente de pruebas y producción. Contrato directamente con la compañía a término indefinido, horarios L- V:  9am - 6pm  S: 9am - 1pm"
1884723860,"
        Especialista desarrollador rpa req# 61156
    ","Descripción del cargo: Definir, orientar e implementar soluciones de automatización en los diferentes productos según las buenas prácticas, buscando un diseño acorde.Requisitos mínimos: Profesional en Ingeniería de Sistemas, Informática, de Software o carreras afines.Certificación en: Developer o Profesional Developer o Technical Arquitect o Rom Arquitect.Mínimo cinco (5) años de experiencia laboral: tres (3) años en tecnologías de desarrollo de software y/o tecnologías de RPA y dos (2) años en proyectos de alto impacto con experiencia en temas de desarrollo de software y robotización de procesos RPA bajo tecnología Blue Prism, UiPath o Automation Anywhere.Salario: $ 6.269.307,00.Tipo de contrato: Término indefinido."
1884720870,"
        Analista de tecnologia - cali
    ","En el Banco de Occidente buscamos personas para el cargo ANALISTA DE TECNOLOGÍA – CALI, para trabajar en los cargos de Analista funcional, Analista de desarrollo,  Analista de pruebas o Analista Soporte. Contrato a término fijo por 6 meses. Salario: (Profesionales) 2´331.000 – (Estudiantes o tecnólogos) 1´873.000. Para participar debes ser profesional, tecnólogo o estudiante universitario (a partir de 8 semestre) de ingeniería de sistemas, ingeniería informática o ingeniería telemática y tener conocimientos en alguno de los siguientes campos:Analista Funcional: Experiencia en levantamiento de requerimientos, manejo de técnicas de especificaciones como casos de uso BPMN o prototipos. Conocimiento en desarrollo de software y manejo de bases de datos.Analista de Desarrollo: Experiencia en diferentes lenguajes de programación, diseño y desarrollo de software. Manejo de bases de datos y especificaciones.Analista de Pruebas:  Experiencia en construcción de scripts de bases de datos y casos de prueba, pruebas funcionales y no funcionales, conocimiento de especificaciones, diseño y desarrollo de software.Analista soporte: Dar soporte a las aplicaciones, soporte mesa de ayuda nivel 3 y 4. Manejo de bases de datos y lenguajes de programación.Tendremos en cuenta a las personas que cumplan con el perfil descrito."
1884723898,"
        Desarrollador bi
    ","Empresa del sector de tecnología requiere Desarrollador BI, que cumpla con los siguientes requisitos:Formación académica: Ingeniero de Sistemas, Electrónico y/o Telecomunicaciones o afines.Experiencia General: Mínimo 3 años en desarrollo en plataformas WEB y BI (Power BI y/o Qlik Sense y/o Tableau) en especial Dominio de QLIK.Experiencia Especifica:Conocimientos en Visual Studio y Bases de datos (SQL)Dominio de (al menos) un lenguaje de programación para realizar pruebas de concepto.Dominio de (al menos) una herramienta de Business Intelligence (Power BI y/o Qlik Sense y/o Tableau).Manejo SSIS, SSAS y SSRSConocimiento de ETLConocimiento de Data Ware HouseConocimiento de Data MiningConocimiento de gestión de proyectosPor favor aplicar si cumple."
1884739265,"
        Apoyo maduración proyectos (ti)
    ","Profesional en Ingeniería de sistemas, con mínimo 6 años de experiencia realizando arquitectura de soluciones, Bases de Datos, transformación digital, soluciones digitales, para diversos proyectos, desde su maduración."
1884726040,"
        Lider de desarrollo de software java
    ","Importante compañía de tecnología requiere personal para ocupar el cargo de LIDER DE DESARROLLO, las personas interesadas deben cumplir los siguientes requisitos: profesional en sistemas, Ingeniera electrónica, telecomunicaciones, Industrial o afines, Deseable poseer certificaciones en algún área o tema técnico o poseer postgrado en desarrollo de software, arquitectura TI, arquitectura de software, arquitectura de negocio o similares. Con experiencia de 4 años en análisis, diseño y/o construcción de software y 1 año liderando equipos técnicos de Desarrollo de Software. (Si cuenta con especialización o maestría en áreas afines a la ingeniería de software, construcción de software o arquitectura de software, se homologa como 2 años de experiencia). Horario: lunes a viernes administrativo (una semana presencial, una semana en trabajo remoto).  Salario: $7’000.000. Contrato indefinido directo con la compañía."
1884730493,"
        Practicante de ingeniera de sistemas qa
    ","Importante multinacional requiere para su equipo de trabajo. ESTUDIANTE DE  INGENIERA DE SISTEMAS,  estara en Área Aseguramiento de la Calidad de Software . Disponibilidad para iniciar sus PRÁCTICAS INMEDIATO. Contrato de Aprendizaje, Salario SMMLV+EPS+ARL. Interes en QA, FUNCIONES:2.	FuncionesDiseñar los casos de prueba en base a los requisitos funcionales, Historias de usuario, no funcionales y técnicos.Ejecutar los casos de prueba.Realizar la documentación de las pruebas (evidencia).Registrar los incidentes en la base a los defectos encontrados, así´ como también realizar su seguimiento para asegurar su adecuada corrección.Analizar y reportar los resultados de las pruebas, estadísticas, etc.Participar durante la etapa de concepción de los sistemas en la elaboración de estrategias para las pruebas.Horario de Lunes a Viernes. (IMPORTANTE QUE CUENTE CON LA CARTA DE AUTORIZACIÓN DE LA UNIVERSIDAD). SI CUMPLES CON EL PERFIL POSTULA TU HOJA DE VIDA."
1884732142,"
        Android architect - usd salary - remote work
    ","BairesDev is the leading software development company in the Americas. With more than 2,000 employees working on projects around the world.About the Role:We are looking for Android Architects to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world.These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.What You’ll Do:- Analyze software requirements and map them to existing Android architecture or extend the architecture in order to support the new requirements.- Provide direction, guidance, and expert advice to the software development and delivery teams.- Develop prototypes, proof of concepts, and feasibility studies.- Interact with 3rd party content providers to integrate additional services into the platform.- Offer support and troubleshooting assistance to the delivery teams for system level issues.You Must Have:- 8+ years of experience in development.- 6+ years of experience in Android development.- Solid knowledge of design and architecture patterns.- Solid knowledge and management of programming fundamentals including algorithms and data structures.- Advanced English level.BairesDev Offers:- Excellent compensation plan, well above the market average.- Possibility of remote work and flexible schedules.- Training plans.- Extensive possibilities for growth and professional development thanks to our mentoring system.Are you interested in joining the most talented IT team in Latin America? Do you want to work for an innovative tech company with the resources of a multinational market leader? Are you ready to do the best work of your professional life? If so, we want to hear from you. Apply today!"
1884731667,"
        Desarrollador  sap (abap) -  mellin o bogota
    ","La Multinacional *TATA CONSULTANCY SERVICES*, está buscando un Developer Abap*Requisitos: *1.	Experiencia en proyectos de implementación SAP ERP ECC y SAP S/4 HANA.2.	Experiencia en configuración para los módulos TRM, TR y GL.3.	Creación de especificaciones técnicas y code review.4.	Manejo de políticas de Programación bajo estandares de SAP.5.	Experiencia de análisis funcional y apoyo funcional.6.	Certificación en S4 Hana para el Modulo7.	Experiencia en soluciones Fiori8.	Conocimiento en integraciones SAP S/4 HANA -Ariba.*Condiciones*: Remoto al inicio, pero después se debe tener la disponibilidad para trabajar presencial en Bogotá o Medellín (dependiendo en donde viva) / L - V / contrato a término indefinido directamente con TATA*Salario*: A convenir. (El salario está abierto al perfil del candidato, es decir no hay un rango prestablecido)Si estas interesado en saber más sobre la vacante por favor confirma por este medio y te contaremos cual es el proceso a seguir."
